LOCALHOST2 | QM2 | QMGR | ALTER QMGR ACCTCONO(DISABLED) ACCTINT(1800) ACCTMQI(OFF) ACCTQ(OFF) ACTIVREC(MSG) ACTVCONO(DISABLED) ACTVTRC(OFF) AUTHOREV(DISABLED) CCSID(437) CERTLABL('ibmwebspheremqqm2') CERTVPOL(ANY) CHAD(DISABLED) CHADEV(DISABLED) CHADEXIT(' ') CHLEV(DISABLED) CHLAUTH(ENABLED) CLWLDATA(' ') CLWLEXIT(' ') CLWLLEN(100) CLWLMRUC(999999999) CLWLUSEQ(LOCAL) CMDEV(DISABLED) CONFIGEV(DISABLED) CONNAUTH('SYSTEM.DEFAULT.AUTHINFO.IDPWOS') CUSTOM(' ') DEADQ(' ') DEFCLXQ(SCTQ) DEFXMITQ(' ') DESCR(' ') IMGINTVL(60) IMGLOGLN(OFF) IMGRCOVO(YES) IMGRCOVQ(YES) IMGSCHED(MANUAL) INHIBTEV(DISABLED) INITKEY(' ') IPADDRV(IPV4) LOCALEV(DISABLED) LOGGEREV(DISABLED) MARKINT(5000) MAXHANDS(256) MAXMSGL(4194304) MAXPROPL(NOLIMIT) MAXUMSGS(10000) MONACLS(QMGR) MONCHL(OFF) MONQ(OFF) PARENT(' ') PERFMEV(DISABLED) PSMODE(ENABLED) PSCLUS(ENABLED) PSNPMSG(DISCARD) PSNPRES(NORMAL) PSRTYCNT(5) PSSYNCPT(IFPER) REMOTEEV(DISABLED) REPOS(' ') REPOSNL(' ') REVDNS(ENABLED) ROUTEREC(MSG) SCHINIT(QMGR) SCMDSERV(QMGR) SSLCRLNL(' ') SSLCRYP(' ') SSLEV(DISABLED) SSLFIPS(NO) KEYRPWD(' ') SSLKEYR('C:\ProgramData\IBM\MQ\qmgrs\QM2\ssl\key') SSLRKEYC(0) STATACLS(QMGR) STATCHL(OFF) STATINT(1800) STATMQI(OFF) STATQ(OFF) STRSTPEV(ENABLED) SUITEB(NONE) TREELIFE(1800) TRIGINT(999999999) FORCE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.AUTO.SVRCONN') CHLTYPE(SVRCONN) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) DESCR('Auto-defined by') DISCINT(0) HBINT(300) KAINT(AUTO) MAXINST(999999999) MAXINSTC(999999999) MAXMSGL(4194304) MCAUSER(' ') MONCHL(QMGR) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SHARECNV(10) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') TRPTYPE(TCP) REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.AMQP') CHLTYPE(AMQP) CERTLABL(' ') DESCR(' ') AMQPKA(AUTO) LOCLADDR(' ') MAXINST(999999999) MAXMSGL(4194304) MCAUSER(' ') PORT(5672) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') TPROOT('SYSTEM.BASE.TOPIC') TMPMODEL('SYSTEM.DEFAULT.MODEL.QUEUE') TMPQPRFX('AMQP.*') USECLTID(NO) REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.CLUSRCVR') CHLTYPE(CLUSRCVR) BATCHHB(0) BATCHINT(0) BATCHLIM(5000)  BATCHSZ(50) CERTLABL(' ') CLUSNL(' ') CLUSTER(' ') CLWLPRTY(0) CLWLRANK(0) CLWLWGHT(50) COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') CONVERT(NO) DESCR(' ') DISCINT(6000) HBINT(300) KAINT(AUTO) LOCLADDR(' ') LONGRTY(999999999) LONGTMR(1200) MAXMSGL(4194304) MCANAME(' ') MCATYPE(THREAD) MCAUSER(' ') MODENAME(' ') MONCHL(QMGR) MRDATA(' ') MREXIT(' ') MRRTY(10) MRTMR(1000) MSGDATA(' ') MSGEXIT(' ') NETPRTY(0) NPMSPEED(FAST) PROPCTL(COMPAT) PUTAUT(DEF) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SHORTRTY(10) SHORTTMR(60) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TPNAME(' ') TRPTYPE(TCP) USEDLQ(YES) REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.CLUSSDR') CHLTYPE(CLUSSDR) BATCHHB(0) BATCHINT(0) BATCHLIM(5000)  BATCHSZ(50) CLUSNL(' ') CLUSTER(' ') CLWLPRTY(0) CLWLRANK(0) CLWLWGHT(50) COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') CONVERT(NO) DESCR(' ') DISCINT(6000) HBINT(300) KAINT(AUTO) LOCLADDR(' ') LONGRTY(999999999) LONGTMR(1200) MAXMSGL(4194304) MCANAME(' ') MCATYPE(THREAD) MCAUSER(' ') MODENAME(' ') MONCHL(QMGR) MSGDATA(' ') MSGEXIT(' ') NPMSPEED(FAST) PASSWORD(' ') PROPCTL(COMPAT) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SHORTRTY(10) SHORTTMR(60) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TPNAME(' ') TRPTYPE(TCP) USEDLQ(YES) USERID(' ') REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.RECEIVER') CHLTYPE(RCVR) BATCHSZ(50) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) DESCR(' ') HBINT(300) KAINT(AUTO) MAXMSGL(4194304) MCAUSER(' ') MONCHL(QMGR) MRDATA(' ') MREXIT(' ') MRRTY(10) MRTMR(1000) MSGDATA(' ') MSGEXIT(' ') NPMSPEED(FAST) PUTAUT(DEF) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TRPTYPE(TCP) USEDLQ(YES) REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.REQUESTER') CHLTYPE(RQSTR) BATCHSZ(50) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') DESCR(' ') HBINT(300) KAINT(AUTO) LOCLADDR(' ') MAXMSGL(4194304) MCANAME(' ') MCATYPE(PROCESS) MCAUSER(' ') MODENAME(' ') MONCHL(QMGR) MRDATA(' ') MREXIT(' ') MRRTY(10) MRTMR(1000) MSGDATA(' ') MSGEXIT(' ') NPMSPEED(FAST) PASSWORD(' ') PUTAUT(DEF) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TPNAME(' ') TRPTYPE(TCP) USEDLQ(YES) USERID(' ') REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.SENDER') CHLTYPE(SDR) BATCHHB(0) BATCHINT(0) BATCHLIM(5000)  BATCHSZ(50) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') CONVERT(NO) DESCR(' ') DISCINT(6000) HBINT(300) KAINT(AUTO) LOCLADDR(' ') LONGRTY(999999999) LONGTMR(1200) MAXMSGL(4194304) MCANAME(' ') MCATYPE(PROCESS) MCAUSER(' ') MODENAME(' ') MONCHL(QMGR) MSGDATA(' ') MSGEXIT(' ') NPMSPEED(FAST) PASSWORD(' ') PROPCTL(COMPAT) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SHORTRTY(10) SHORTTMR(60) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TPNAME(' ') TRPTYPE(TCP) USEDLQ(YES) USERID(' ') XMITQ(' ') REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.SERVER') CHLTYPE(SVR) BATCHHB(0) BATCHINT(0) BATCHLIM(5000)  BATCHSZ(50) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') CONVERT(NO) DESCR(' ') DISCINT(6000) HBINT(300) KAINT(AUTO) LOCLADDR(' ') LONGRTY(999999999) LONGTMR(1200) MAXMSGL(4194304) MCANAME(' ') MCATYPE(PROCESS) MCAUSER(' ') MODENAME(' ') MONCHL(QMGR) MSGDATA(' ') MSGEXIT(' ') NPMSPEED(FAST) PASSWORD(' ') PROPCTL(COMPAT) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SEQWRAP(999999999) SHORTRTY(10) SHORTTMR(60) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') STATCHL(QMGR) TPNAME(' ') TRPTYPE(TCP) USEDLQ(YES) USERID(' ') XMITQ(' ') REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.SVRCONN') CHLTYPE(SVRCONN) CERTLABL(' ') COMPHDR(NONE) COMPMSG(NONE) DESCR(' ') DISCINT(0) HBINT(300) KAINT(AUTO) MAXINST(999999999) MAXINSTC(999999999) MAXMSGL(4194304) MCAUSER(' ') MONCHL(QMGR) RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SHARECNV(10) SSLCAUTH(REQUIRED) SSLCIPH(' ') SSLPEER(' ') TRPTYPE(TCP) REPLACE
LOCALHOST2 | QM2 | CHANNEL | DEFINE CHANNEL('SYSTEM.DEF.CLNTCONN') CHLTYPE(CLNTCONN) AFFINITY(PREFERRED) CERTLABL(' ') CLNTWGHT(0) COMPHDR(NONE) COMPMSG(NONE) CONNAME(' ') DEFRECON(NO) DESCR(' ') HBINT(300) KAINT(AUTO) LOCLADDR(' ') MAXMSGL(4194304) MODENAME(' ') PASSWORD(' ') QMNAME(' ') RCVDATA(' ') RCVEXIT(' ') SCYDATA(' ') SCYEXIT(' ') SENDDATA(' ') SENDEXIT(' ') SHARECNV(10) SSLCIPH(' ') SSLPEER(' ') TPNAME(' ') TRPTYPE(TCP) USERID(' ') REPLACE
LOCALHOST2 | QM2 | AUTHINFO | DEFINE AUTHINFO('SYSTEM.DEFAULT.AUTHINFO.IDPWLDAP') AUTHTYPE(IDPWLDAP) ADOPTCTX(YES) DESCR(' ') CONNAME(' ') CHCKCLNT(REQUIRED) CHCKLOCL(OPTIONAL) CLASSGRP(' ') CLASSUSR(' ') FAILDLAY(1) FINDGRP(' ') BASEDNG(' ') BASEDNU(' ') LDAPUSER(' ') LDAPPWD(' ') SHORTUSR(' ') GRPFIELD(' ') USRFIELD(' ') AUTHORMD(OS) NESTGRP(NO) SECCOMM(NO) REPLACE
LOCALHOST2 | QM2 | AUTHINFO | DEFINE AUTHINFO('SYSTEM.DEFAULT.AUTHINFO.IDPWOS') AUTHTYPE(IDPWOS) ADOPTCTX(YES) DESCR(' ') CHCKCLNT(REQDADM) CHCKLOCL(OPTIONAL) FAILDLAY(1) AUTHENMD(OS) REPLACE
LOCALHOST2 | QM2 | AUTHINFO | DEFINE AUTHINFO('SYSTEM.DEFAULT.AUTHINFO.OCSP') AUTHTYPE(OCSP) DESCR(' ') OCSPURL(' ') REPLACE
LOCALHOST2 | QM2 | AUTHINFO | DEFINE AUTHINFO('SYSTEM.DEFAULT.AUTHINFO.CRLLDAP') AUTHTYPE(CRLLDAP) DESCR(' ') CONNAME(' ') LDAPUSER(' ') LDAPPWD(' ') REPLACE
LOCALHOST2 | QM2 | LISTENER | DEFINE LISTENER('SYSTEM.DEFAULT.LISTENER.LU62') TRPTYPE(LU62) CONTROL(MANUAL) TPNAME(' ') DESCR(' ') REPLACE
LOCALHOST2 | QM2 | LISTENER | DEFINE LISTENER('SYSTEM.DEFAULT.LISTENER.NETBIOS') TRPTYPE(NETBIOS) CONTROL(MANUAL) ADAPTER(0) LOCLNAME(' ') NTBNAMES(0) SESSIONS(0) COMMANDS(0) DESCR(' ') REPLACE
LOCALHOST2 | QM2 | LISTENER | DEFINE LISTENER('SYSTEM.DEFAULT.LISTENER.SPX') TRPTYPE(SPX) CONTROL(MANUAL) BACKLOG(0) SOCKET(0) DESCR(' ') REPLACE
LOCALHOST2 | QM2 | LISTENER | DEFINE LISTENER('SYSTEM.DEFAULT.LISTENER.TCP') TRPTYPE(TCP) CONTROL(MANUAL) PORT(0) IPADDR(' ') BACKLOG(0) DESCR(' ') REPLACE
LOCALHOST2 | QM2 | SERVICE | DEFINE SERVICE('SYSTEM.AMQP.SERVICE') CONTROL(MANUAL) SERVTYPE(SERVER) STARTCMD('+MQ_INSTALL_PATH+\bin\amqp.bat') STARTARG('start -m +QMNAME+ -d "+MQ_Q_MGR_DATA_PATH+\." -g "+MQ_DATA_PATH+\."') STOPCMD('+MQ_INSTALL_PATH+\bin64\endmqsde.exe') STOPARG('-m +QMNAME+ -n "+MQ_SERVICE_NAME+" -t AMQP') STDOUT('+MQ_Q_MGR_DATA_PATH+\amqp.stdout') STDERR('+MQ_Q_MGR_DATA_PATH+\amqp.stderr') DESCR('Manages clients that use the AMQP protocol') REPLACE
LOCALHOST2 | QM2 | SERVICE | DEFINE SERVICE('SYSTEM.DEFAULT.SERVICE') CONTROL(MANUAL) SERVTYPE(COMMAND) STARTCMD(' ') STARTARG(' ') STOPCMD(' ') STOPARG(' ') STDOUT(' ') STDERR(' ') DESCR(' ') REPLACE
LOCALHOST2 | QM2 | COMMINFO | DEFINE COMMINFO('SYSTEM.DEFAULT.COMMINFO.MULTICAST') TYPE(MULTICAST) DESCR(' ') BRIDGE(ENABLED) CCSID(ASPUB) COMMEV(DISABLED) ENCODING(ASPUB) GRPADDR('239.0.0.0') MCHBINT(2000) MCPROP(ALL) MONINT(60) MSGHIST(100) NSUBHIST(NONE) PORT(1414) REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.ADMIN.TOPIC') TYPE(LOCAL) TOPICSTR('$SYS/MQ') DESCR('Root topic for MQ administrative topics') CAPEXPRY(NOLIMIT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(YES) PUB(ENABLED) SUB(ENABLED) DEFPSIST(NO) DEFPRTY(0) DEFPRESP(SYNC) PMSGDLV(ALLDUR) NPMSGDLV(ALLAVAIL) PUBSCOPE(QMGR) SUBSCOPE(QMGR) PROXYSUB(FIRSTUSE) WILDCARD(BLOCK) MDURMDL('SYSTEM.DURABLE.MODEL.QUEUE') MNDURMDL('SYSTEM.NDURABLE.MODEL.QUEUE') MCAST(DISABLED) COMMINFO(' ') USEDLQ(YES) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.BASE.TOPIC') TYPE(LOCAL) TOPICSTR('') DESCR('Base topic for resolving attributes') CAPEXPRY(NOLIMIT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(YES) PUB(ENABLED) SUB(ENABLED) DEFPSIST(NO) DEFPRTY(0) DEFPRESP(SYNC) PMSGDLV(ALLDUR) NPMSGDLV(ALLAVAIL) PUBSCOPE(ALL) SUBSCOPE(ALL) PROXYSUB(FIRSTUSE) WILDCARD(PASSTHRU) MDURMDL('SYSTEM.DURABLE.MODEL.QUEUE') MNDURMDL('SYSTEM.NDURABLE.MODEL.QUEUE') MCAST(DISABLED) COMMINFO('SYSTEM.DEFAULT.COMMINFO.MULTICAST') USEDLQ(YES) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.BROKER.ADMIN.STREAM') TYPE(LOCAL) TOPICSTR('SYSTEM.BROKER.ADMIN.STREAM') DESCR('Admin stream for queued Pub/Sub interface') CAPEXPRY(ASPARENT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(ASPARENT) PUB(ASPARENT) SUB(ASPARENT) DEFPSIST(ASPARENT) DEFPRTY(ASPARENT) DEFPRESP(ASPARENT) PMSGDLV(ASPARENT) NPMSGDLV(ASPARENT) PUBSCOPE(ASPARENT) SUBSCOPE(ASPARENT) PROXYSUB(FIRSTUSE) WILDCARD(BLOCK) MDURMDL(' ') MNDURMDL(' ') MCAST(DISABLED) COMMINFO(' ') USEDLQ(ASPARENT) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.BROKER.DEFAULT.STREAM') TYPE(LOCAL) TOPICSTR('') DESCR('Default stream for queued Pub/Sub interface') CAPEXPRY(ASPARENT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(ASPARENT) PUB(ASPARENT) SUB(ASPARENT) DEFPSIST(ASPARENT) DEFPRTY(ASPARENT) DEFPRESP(ASPARENT) PMSGDLV(ASPARENT) NPMSGDLV(ASPARENT) PUBSCOPE(ASPARENT) SUBSCOPE(ASPARENT) PROXYSUB(FIRSTUSE) WILDCARD(BLOCK) MDURMDL(' ') MNDURMDL(' ') MCAST(DISABLED) COMMINFO(' ') USEDLQ(ASPARENT) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.BROKER.DEFAULT.SUBPOINT') TYPE(LOCAL) TOPICSTR('') DESCR('Default RFH2 subscription point for queued Pub/Sub interface') CAPEXPRY(ASPARENT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(ASPARENT) PUB(ASPARENT) SUB(ASPARENT) DEFPSIST(ASPARENT) DEFPRTY(ASPARENT) DEFPRESP(ASPARENT) PMSGDLV(ASPARENT) NPMSGDLV(ASPARENT) PUBSCOPE(ASPARENT) SUBSCOPE(ASPARENT) PROXYSUB(FIRSTUSE) WILDCARD(BLOCK) MDURMDL(' ') MNDURMDL(' ') MCAST(DISABLED) COMMINFO(' ') USEDLQ(ASPARENT) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | TOPIC | DEFINE TOPIC('SYSTEM.DEFAULT.TOPIC') TYPE(LOCAL) TOPICSTR('') DESCR(' ') CAPEXPRY(ASPARENT) CLUSTER(' ') CLROUTE(DIRECT) DURSUB(ASPARENT) PUB(ASPARENT) SUB(ASPARENT) DEFPSIST(ASPARENT) DEFPRTY(ASPARENT) DEFPRESP(ASPARENT) PMSGDLV(ASPARENT) NPMSGDLV(ASPARENT) PUBSCOPE(ASPARENT) SUBSCOPE(ASPARENT) PROXYSUB(FIRSTUSE) WILDCARD(PASSTHRU) MDURMDL(' ') MNDURMDL(' ') MCAST(ASPARENT) COMMINFO(' ') USEDLQ(ASPARENT) CUSTOM(' ') REPLACE
LOCALHOST2 | QM2 | SUB | DEFINE SUB('SYSTEM.DEFAULT.SUB') TOPICSTR('') TOPICOBJ(' ') DEST(' ') DESTQMGR(' ') PUBAPPID(' ') SELECTOR('') USERDATA(' ') PUBACCT(0000000000000000000000000000000000000000000000000000000000000000) DESTCORL(000000000000000000000000000000000000000000000000) DESTCLAS(PROVIDED) EXPIRY(UNLIMITED) PSPROP(MSGPROP) PUBPRTY(ASPUB) REQONLY(NO) SUBSCOPE(ALL) SUBLEVEL(1) VARUSER(ANY) WSCHEMA(TOPIC) SUBUSER(' ') REPLACE
LOCALHOST2 | QM2 | CHLAUTH | SET CHLAUTH('SYSTEM.ADMIN.SVRCONN') TYPE(ADDRESSMAP) DESCR('Default rule to allow MQ Explorer access') CUSTOM(' ') ADDRESS('*') USERSRC(CHANNEL) CHCKCLNT(ASQMGR) ACTION(REPLACE)
LOCALHOST2 | QM2 | CHLAUTH | SET CHLAUTH('SYSTEM.*') TYPE(ADDRESSMAP) DESCR('Default rule to disable all SYSTEM channels') CUSTOM(' ') ADDRESS('*') USERSRC(NOACCESS) WARN(NO) ACTION(REPLACE)
LOCALHOST2 | QM2 | CHLAUTH | SET CHLAUTH('*') TYPE(BLOCKUSER) DESCR('Default rule to disallow privileged users') CUSTOM(' ') USERLIST('*MQADMIN') WARN(NO) ACTION(REPLACE)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(CHANNEL) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(CHANNEL) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(AUTHINFO) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(AUTHINFO) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.INTER.BROKER.COMMUNICATIONS') PRINCIPAL('MUSR_MQADMIN@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.INTER.BROKER.COMMUNICATIONS') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.ADMIN.STREAM') PRINCIPAL('mqm') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.ADMIN.STREAM') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(TOPIC) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(TOPIC) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(COMMINFO) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(COMMINFO) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.DEFAULT.LISTENER.LU62') PRINCIPAL('mqm') OBJTYPE(LISTENER) AUTHADD(CHG,DLT,DSP,CTRL)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.DEFAULT.LISTENER.LU62') GROUP('mqm@mqm15') OBJTYPE(LISTENER) AUTHADD(CHG,DLT,DSP,CTRL)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.DEF.CLUSRCVR') PRINCIPAL('mqm') OBJTYPE(CHANNEL) AUTHADD(CHG,DLT,DSP,CTRL,CTRLX)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.DEF.CLUSRCVR') GROUP('mqm@mqm15') OBJTYPE(CHANNEL) AUTHADD(CHG,DLT,DSP,CTRL,CTRLX)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.MQSC.REPLY.QUEUE') PRINCIPAL('mqm') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.MQSC.REPLY.QUEUE') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(LISTENER) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(LISTENER) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') PRINCIPAL('mqm') OBJTYPE(SERVICE) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('@CLASS') GROUP('mqm@mqm15') OBJTYPE(SERVICE) AUTHADD(CRT)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.CLUSTER.COMMAND.QUEUE') PRINCIPAL('mqm') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.CLUSTER.COMMAND.QUEUE') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.ADMIN.STREAM') PRINCIPAL('mqm') OBJTYPE(TOPIC) AUTHADD(CHG,CLR,DLT,DSP,PASSALL,PASSID,SETALL,SETID,CTRL,PUB,SUB,RESUME)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.BROKER.ADMIN.STREAM') GROUP('mqm@mqm15') OBJTYPE(TOPIC) AUTHADD(CHG,CLR,DLT,DSP,PASSALL,PASSID,SETALL,SETID,CTRL,PUB,SUB,RESUME)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.ADMIN.QMGR.EVENT') PRINCIPAL('mqm') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.ADMIN.QMGR.EVENT') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.PROTECTION.POLICY.QUEUE') PRINCIPAL('mqm') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.PROTECTION.POLICY.QUEUE') GROUP('mqm@mqm15') OBJTYPE(QUEUE) AUTHADD(BROWSE,CHG,CLR,DLT,DSP,GET,INQ,PUT,PASSALL,PASSID,SET,SETALL,SETID)
LOCALHOST2 | QM2 | AUTHREC | SET AUTHREC PROFILE('SYSTEM.DEF.SERVER') PRINCIPAL('mqm') OBJTYPE(CHANNEL) AUTHADD(CHG,DLT,DSP,CTRL,CTRLX)
